text,translation,tags
"Forbid your citizens from using an item or building.","禁止居民使用某件物品或建筑。",""
"Claim a forbidden item or building so it will be used by your citizens.","认领被禁用的物品或建筑，使居民可以使用它。",""
"Hide advanced options.","隐藏高级选项。",""
"Dig every tile selected.","挖掘所有选中的地块。",""
"Dig only ore and gems selected, and automine any ore and gems of the same type which are uncovered.","仅挖掘选中的矿石和宝石，并自动挖掘之后发现的同类矿石和宝石。",""
"Dig only ore and gems selected.","仅挖掘选中的矿石和宝石。",""
"Dig only gems selected.","仅挖掘选中的宝石。",""
"Selected tiles are very high priority.","选中地块的优先级为非常高。",""
"Selected tiles are high priority.","选中地块的优先级为高。",""
"Selected tiles are high-medium priority.","选中地块的优先级为中高。",""
"Selected tiles are medium priority. [DEFAULT]","选中地块的优先级为中等。[默认]",""
"Selected tiles are medium-low priority.","选中地块的优先级为中低。",""
"Selected tiles are low priority.","选中地块的优先级为低。",""
"Selected tiles are very low priority.","选中地块的优先级为非常低。",""
"Change to blueprint-only mode.","切换为仅蓝图模式。",""
"Change blueprints to standard selections.","将蓝图改为标准选区。",""
"Change standard selections to blueprints.","将标准选区改为蓝图。",""
"Smoothing rough floors and walls","正在平整粗糙的地板和墙壁",""
"Finish setting wall orders.","完成设置墙面命令。",""
"Smooth a rough wall to make it more pleasing to your citizens.  This also prepares the wall for engraving or fortification.","平整粗糙墙面，使居民感觉更加舒适。这也会为墙面雕刻或开凿射击孔做好准备。",""
"Engrave artwork into a smooth wall.","在平整墙面上雕刻艺术作品。",""
"Carve a gap in a smooth wall to allow your archers to fire upon invaders.","在平整墙面上开凿射击孔，让弓弩手能够射击入侵者。",""
"Carve a track in a stone floor.  Tracks are used by minecarts with routes set in the hauling menu.","在石质地板上开凿轨道。轨道供已在运输菜单中设置路线的矿车使用。",""
"Finish placing structures.","完成放置建筑。",""
"More complicated buildings from wells to powered machine components to levers and floodgates are found here.","水井、动力机械部件、控制杆和闸门等较复杂的建筑可在此找到。",""
"Cages, ropes, and animal traps are found here.  Cages can be used in cage traps or to transport large animals.  Metal cages and chains are also used by the justice system.","笼子、绳索和动物陷阱可在此找到。笼子可用于笼式陷阱或运输大型动物。金属笼和锁链也用于司法系统。",""
"Most terrain-altering constructions can be found here, from walls and floors to bridges, ramps, stairs, and more.","大多数改变地形的建筑都可在此找到，包括墙壁、地板、桥梁、斜坡、楼梯等。",""
"Place doors and hatches here after you have constructed them in an appropriate workshop.","在相应工坊中制造门和舱门后，可在此进行放置。",""
"Use options in this category to place furniture that has already been constructed in a workshop.","使用此分类中的选项来放置已经在工坊中制造好的家具。",""
"Most tasks in the fortress are started and completed at workshops.  Tasks generally require raw materials and most workshops are constructed from boulders, blocks, or wood.","要塞中的大多数任务都在工坊中开始并完成。任务通常需要原材料，而大多数工坊由巨石、石块或木材建造。",""
"Archery targets, siege weapons, and some ornamental display items can be found in this category.","射箭靶、攻城武器和一些装饰性展示品可在此分类中找到。",""
"This crucial building is where all trading will be done.  Pack animals from distant civilizations will need to access this building from the edge of the map.  Later, wagons will need a clear 3-wide path to the depot.","这座关键建筑是所有贸易进行的场所。来自遥远文明的驮畜需要能从地图边缘抵达这座建筑。之后，货车还需要一条通往贸易站、宽度为3格的畅通道路。",""
"Various mechanical traps can be found here.  The pressure plate is also found here, which has applications beyond traps.","各种机械陷阱可在此找到。压力板也在这里，其用途并不局限于陷阱。",""
"Finish setting hauling routes.","完成设置运输路线。",""
"Add new route","添加新路线",""
"Minecart routes","矿车路线",""
"Open the labor menu.","打开劳动菜单。",""
"Open the place information menu.","打开地点信息菜单。",""
"Open the task information menu.","打开任务信息菜单。",""
"Open the citizen information menu.","打开居民信息菜单。",""
"Open the work orders menu.","打开工作命令菜单。",""
"Open the nobles and administrators menu.","打开贵族和管理人员菜单。",""
"Open the objects menu.","打开物件菜单。",""
"Open the justice menu.","打开司法菜单。",""
"Open the squad sidebar.","打开小队侧栏。",""
"Open the world screen.","打开世界界面。",""
"Prepare to guide your stout charges to fortune in a world fraught with many perils. You'll begin by creating your world and watching the region's history unfold. Once this process is complete, you can prepare a group and send them out to seek wealth deep in the mountains. As you dig deeper and more citizens take up residence in your outpost, your doings will attract attention, both wanted and unwanted. Deal with challenges as they arise, and you might one day find that your humble settlement has grown to become a Mountainhome, the center of your civilization.","准备带领坚毅的子民，在危机四伏的世界中追寻财富。你将从创造世界开始，并观看这片区域的历史徐徐展开。这个过程完成后，你可以筹备一支队伍，派他们深入群山寻找财富。随着你不断向深处开掘，越来越多的居民定居在前哨站，你的所作所为将引来关注——有你想要的，也有你不想要的。应对接踵而至的挑战，也许有一天，你会发现这座不起眼的聚落已经成长为山中之家，成为整个文明的中心。",""
"If this is your first time playing, please heed the embark warnings about aquifers, saltwater, and other hazards. Some locations are challenging even for experienced players, and it will be a very short game indeed if you don't know how to deal with them![B]After you embark, help is available by pressing the help button in the top right corner, including all of the tutorials.","如果这是你第一次游玩，请务必留意出发警告中关于含水层、盐水及其他危险的提示。有些地点即使对经验丰富的玩家也颇具挑战；如果不知道如何应对，游戏很快就会结束。[B]启程之后，点击右上角的帮助按钮即可查看帮助，其中包括所有教程。",""
"Would you like your fortress located in a forested mineral-rich region of this world where you can play through a short tutorial? Non-interactive help will be available whatever you decide.","你想把要塞设在这个世界中森林茂密、矿产丰富的地区，并体验一个简短教程吗？无论如何选择，都可以使用非交互式帮助。",""
"Start tutorial","开始教程",""
"Skip tutorial","跳过教程",""
"Start immediately with the default skills, equipment, and animals.","使用默认技能、装备和动物立即开始。",""
"Click ""Embark"" to place your fortress.  Right click to zoom out.","点击“启程”放置你的要塞。右键单击可缩小地图。",""
"Click the map to zoom in and choose your embark location.","点击地图放大，并选择你的出发地点。",""
"Designate an item for dumping in a dumping zone.","将物品标记为倾倒到垃圾倾倒区。",""
"Remove dumping designations.","移除倾倒标记。",""
"Designate an item for melting at any smelter.","将物品标记为在任意熔炉中熔化。",""
"Remove melting designations.","移除熔化标记。",""
"Hide an item or building from your view.  Citizens will still use it.","隐藏某件物品或建筑，使其不再显示。居民仍会使用它。",""
"Remove hidden designations.","移除隐藏标记。",""
"Customize this creature's nickname and profession nickname.","自定义该生物的昵称和职业昵称。",""
"Set the camera to follow this creature.","设置镜头跟随该生物。",""
"Send this creature to a linked site, or expel this creature entirely.","派遣该生物前往关联地点，或将其彻底驱逐。",""
"Friend","朋友",""
"Close friend","挚友",""
"Kindred spirit","知己",""
"Deity","神祇",""
"Relations","关系",""
"Groups","团体",""
"Thoughts","思绪",""
"Personality","性格",""
"Overview","概览",""
"Items","物品",""
"Labor","劳动",""
"Work details","工作详情",""
"Locations","地点",""
"Work animals","劳役动物",""
"Combat","战斗",""
"Social","社交",""
"Other skills","其他技能",""
"Knowledge","知识",""
"Embark with a group to start a settlement.","带领一支队伍出发，建立聚落。",""
"Your citizens will build, mine, craft, trade, fight, and manage as you guide your outpost through its history.  Design the shape and purpose of the fortress by issuing orders for the residents to follow.","你的居民会建造、采矿、制作、贸易、战斗和管理，而你将带领前哨站走过漫长历史。向居民下达命令，规划要塞的形态与用途。",""
"You can play a sequence of fortresses and adventurers in the same world.  Migrants from retired and abandoned fortresses may come to visit, along with any surviving adventurers.","你可以在同一个世界中依次游玩多个要塞和冒险者。来自已退役或废弃要塞的移民可能前来造访，幸存的冒险者也可能随行。",""
"Quick start and short tutorial?","快速开始并进行简短教程？",""
"Find embark location","寻找开局地点",""
"Reclaim/unretire","收复／重新启用",""
"Choose origin civilization","选择起源文明",""
"Start new game in existing world","在现有世界中开始新游戏",""
"Copyright (C) 2002-2026 by Tarn Adams, Bay 12 Games","版权所有 (C) 2002-2026 Tarn Adams、Bay 12 Games",""
"World: Onra Acath, ""The World of Prophecies""","世界：Onra Acath，""The World of Prophecies""",""
"World: Smaksmo Slospu, ""The Land of Omen""","世界：Smaksmo Slospu，""The Land of Omen""",""
"World: Onra Alu, ""The World of Wind""","世界：Onra Alu，""The World of Wind""",""
"Loading world to start new game","正在加载世界以开始新游戏",""
"Loading object files...  Vanilla Extinct Creatures","正在加载对象文件……  Vanilla Extinct Creatures",""
"Loading object files...  Vanilla Descriptors Graphics","正在加载对象文件……  Vanilla Descriptors Graphics",""
"Loading object files...  Vanilla Plants Graphics","正在加载对象文件……  Vanilla Plants Graphics",""
"Loading object files...  Vanilla Items Graphics","正在加载对象文件……  Vanilla Items Graphics",""
"Loading object files...  Vanilla Buildings Graphics","正在加载对象文件……  Vanilla Buildings Graphics",""
"Loading object files...  Vanilla Creatures Graphics","正在加载对象文件……  Vanilla Creatures Graphics",""
"Loading object files...  Vanilla Extinct Creatures Graphics","正在加载对象文件……  Vanilla Extinct Creatures Graphics",""
"Loading object files...  Vanilla Interactions Graphics","正在加载对象文件……  Vanilla Interactions Graphics",""
"Loading object files...  Vanilla World Map","正在加载对象文件……  Vanilla World Map",""
"Loading object files...  Vanilla Procedural Objects","正在加载对象文件……  Vanilla Procedural Objects",""
"Loading object files...  DFI18n Local Test Data","正在加载对象文件……  DFI18n Local Test Data",""
"Preparing graphics...  Vanilla Extinct Creatures Graphics","正在准备图像……  Vanilla Extinct Creatures Graphics",""
"Select a game type to begin!","选择一种游戏模式开始吧！",""
"Events in other modes are incorporated here.","其他模式中发生的事件会整合到这里。",""
"Directly control a single individual or party.","直接控制一个角色或一支队伍。",""
"Explore and investigate the history of the world as it stands.","探索并调查这个世界当前的历史。",""
"Follow destiny or strike out on your own.  Explore, quest, fight, and perform.  Visit your own retired and ruined settlements.  Serve a deity or become a creature of the night.","顺应命运，或走自己的路。探索、执行任务、战斗并进行表演。造访你自己已退役或毁灭的聚落。侍奉神明，或成为暗夜生物。",""
"You can play a sequence of fortresses and adventurers in the same world.  Uncover locations and artifacts for the benefit of your future fortresses.","你可以在同一个世界中依次游玩多个要塞和冒险者。发掘地点和神器，为未来的要塞提供帮助。",""
"Nearest site: 1/2 day's travel SE","最近地点：向东南行程半天",""
"Nearest site: 3 days' travel SE","最近地点：向东南行程3天",""
"Nearest site: 1/2 day's travel SW","最近地点：向西南行程半天",""
"Nearest site: 2 days' travel west","最近地点：向西行程2天",""
"Nearest site: 2 days' travel NW","最近地点：向西北行程2天",""
"Trees: Sparse Other Vegetation: Moderate Surroundings: Calm","树木：稀疏 其他植被：中等 环境：平静",""
"Brook: Bravestroked the Depth of ...","溪流：Bravestroked the Depth of ...",""
"Trees: Sparse Other Vegetation: Moderate Surroundings: Wilderness","树木：稀疏 其他植被：中等 环境：荒野",""
"Brook: Cloudycrest the Blame of P...","溪流：Cloudycrest the Blame of P...",""
"Nearest site: 3 days' travel south","最近地点：向南行程3天",""
"Nearest site: A day's travel west","最近地点：向西行程1天",""
"Nearest site: 3 days' travel west","最近地点：向西行程3天",""
"Nearest site: 2 days' travel SW","最近地点：向西南行程2天",""
"Nearest site: A day's travel SW","最近地点：向西南行程1天",""
"Nearest site: A short trip SE","最近地点：向东南短途可达",""
"Nearest site: 2 days' travel south","最近地点：向南行程2天",""
"Nearest site: 1/2 day's travel west","最近地点：向西行程半天",""
"Nearest site: 1/2 day's travel east","最近地点：向东行程半天",""
"Nearest site: 2 days' travel NE","最近地点：向东北行程2天",""
"Nearest site: 1/2 day's travel south","最近地点：向南行程半天",""
"Nearest site: A short trip north","最近地点：向北短途可达",""
"Nearest site: A day's travel east","最近地点：向东行程1天",""
"Nearest site: 1/2 day's travel north","最近地点：向北行程半天",""
"Nearest site: A short trip west","最近地点：向西短途可达",""
"Nearest site: A day's travel NE","最近地点：向东北行程1天",""
"Nearest site: A short trip NE","最近地点：向东北短途可达",""
"Nearest site: A day's travel NW","最近地点：向西北行程1天",""
"Nearest site: 1/2 day's travel NE","最近地点：向东北行程半天",""
"Nearest site: A day's travel SE","最近地点：向东南行程1天",""
"Nearest site: A day's travel north","最近地点：向北行程1天",""
"Nearest site: A short trip east","最近地点：向东短途可达",""
"Nearest site: A short trip south","最近地点：向南短途可达",""
"Nearest site: A short trip NW","最近地点：向西北短途可达",""
"Nearest site: 1/2 day's travel NW","最近地点：向西北行程半天",""
"Nearest site: 3 days' travel SW","最近地点：向西南行程3天",""
"Nearest site: 2 days' travel east","最近地点：向东行程2天",""
"Nearest site: 3 days' travel NW","最近地点：向西北行程3天",""
"Nearest site: A short trip SW","最近地点：向西南短途可达",""
"Click on the map to embark!  Right click to abort.","点击地图以在此定居！右键单击取消。",""
"You have selected an area with salt water.","你选择了一个有咸水的区域。",""
"You have selected an area with a light aquifer.","你选择了一个有轻型含水层的区域。",""
"You have selected an area with a heavy aquifer.","你选择了一个有重型含水层的区域。",""
"You have selected an evil area.","你选择了一个邪恶区域。",""
"Brook: {{name}}","溪流：{{name}}","[TEMPLATE:YES]"
"Stream: {{name}}","小河：{{name}}","[TEMPLATE:YES]"
"Mountain: {{name}}","山脉：{{name}}","[TEMPLATE:YES]"
"Remove the zone being painted permanently.  Also removes existing zones!","永久移除正在绘制的区域。也会移除已有区域！",""
"Erase a portion of this zone.","擦除该区域的一部分。",""
"You may find very unpleasant environs here.","这里的环境可能非常恶劣。",""
"It might be very difficult to obtain stone here.","在这里获取石材可能非常困难。",""
"Administrators handle various aspects of your fortress and can be reassigned. Many administrators also require rooms.","行政人员负责要塞的各项事务，并可重新任命。许多行政人员也需要房间。",""
"Members of the nobility have required rooms and can make demands. They cannot be reassigned.","贵族需要特定房间，并可能提出要求。他们无法被重新任命。",""
"It might be very difficult to survive here.","在这里生存可能会非常困难。",""
"Water might need to be pumped out or carried away.","可能需要将水抽走或运走。",""
"Cannot embark entirely on water or mountains.","不能完全在水域或山地上定居。",""
"Nearest site: A day's travel south","最近地点：向南行程1天",""
"Nearest site: 2 days' travel SE","最近地点：向东南行程2天",""
"Return to title menu","返回标题菜单",""
"Continue","继续",""
"Sorting body detail plans...","正在整理身体细节方案……",""
"Sorting creature variations...","正在整理生物变体……",""
"Sorting entities...","正在整理实体……",""
"Sorting interactions...","正在整理互动……",""
"Sorting sounds...","正在整理声音……",""
"Processing plants...","正在处理植物……",""
"Processing languages...","正在处理语言……",""
"Preparing game...","正在准备游戏……",""
"Loading active historical figures...","正在加载活跃历史人物……",""
"Cannot embark on another site.","无法在其他据点上定居。",""
"Prepare for the journey carefully","仔细准备旅程",""
"Play now!","立即开始！",""
"Choose your own skills, equipment, and animals.","自行选择技能、装备和动物。",""
"Custom settings","自定义设置",""
"Preparing map...","正在准备地图……",""
"Retire the fortress (for the time being)","暂时让要塞退役",""
"Abandon the fortress to ruin","放弃要塞，使其沦为废墟",""
"Quit without saving","不保存并退出",""
"Save and return to title menu","保存并返回标题菜单",""
"Save and continue playing","保存并继续游戏",""
"Return to game","返回游戏",""
"Really quit without saving?","确定不保存并退出吗？",""
"Cancel","取消",""
"Cleaning game objects...","正在清理游戏对象……",""
"Object testing arena","对象测试竞技场",""
"Continue active game","继续当前游戏",""
"Create new world","创建新世界",""
"About DF","关于《矮人要塞》",""
"Back to title menu","返回标题菜单",""
"Recommended size.","推荐尺寸。",""
"Show elevation","显示海拔",""
"Show cliffs/grade","显示悬崖／坡度",""
"Sorting tissue templates...","正在整理组织模板……",""
"Sorting buildings...","正在整理建筑……",""
"Sorting text...","正在整理文本……",""
"Sorting inorganics...","正在整理无机物……",""
"Sorting creatures...","正在整理生物……",""
"Sorting music...","正在整理音乐……",""
"Sorting reactions...","正在整理反应……",""
"Processing inorganics...","正在处理无机物……",""
"Sorting languages...","正在整理语言……",""
"Processing items...","正在处理物品……",""
"Sorting creature bodies...","正在整理生物身体……",""
"Processing entities...","正在处理实体……",""
"Finalizing plants...","正在完成植物数据……",""
"Finalizing descriptors...","正在完成描述符数据……",""
"Finalizing tissue templates...","正在完成组织模板……",""
"Processing interactions...","正在处理互动……",""
"Finalizing reactions...","正在完成反应数据……",""
"Generating inorganics...","正在生成无机物……",""
"Generating plants...","正在生成植物……",""
"Generating creatures...","正在生成生物……",""
"Finalizing entities...","正在完成实体数据……",""
"Generating interactions...","正在生成互动……",""
"Generating entities...","正在生成实体……",""
"Finalizing generated objects...","正在完成生成对象……",""
"Loading buildings...","正在加载建筑……",""
"Loading items...","正在加载物品……",""
"Loading entities...","正在加载实体……",""
"Loading coin information...","正在加载货币信息……",""
"Allocating space...","正在分配空间……",""
"Loading civilized populations...","正在加载文明人口……",""
"Loading identities...","正在加载身份……",""
"Loading squads...","正在加载小队……",""
"Loading parameters...","正在加载参数……",""
"Folder: {{region}}","文件夹：{{region}}","[TEMPLATE:YES]"
"World: {{name}}, ""{{title}}""","世界：{{name}}，""{{title}}""","[TEMPLATE:YES]"
"Loading object files...  {{package}}","正在加载对象文件……  {{package}}","[TEMPLATE:YES]"
"Preparing graphics...  {{package}}","正在准备图像……  {{package}}","[TEMPLATE:YES]"
"Nearest site: {{distance}} {{direction}}","最近地点：{{direction|visual_ui::direction}}{{distance|visual_ui::distance}}","[TEMPLATE:YES]"
"Prepare for the Journey to {{site}}  ","为前往 {{site}} 的旅程做准备","[TEMPLATE:YES]"
"Track playing: {{track}}","正在播放：{{track}}","[TEMPLATE:YES]"
"Last track: {{track}}","上一曲：{{track}}","[TEMPLATE:YES]"
"Hostile, {{amount}}","敌对，约有{{amount|visual_ui::amount}}","[TEMPLATE:YES]"
"Trees: {{trees}}","树木：{{trees|visual_ui::trees}}","[TEMPLATE:YES]"
"Other Vegetation: {{vegetation}}","其他植被：{{vegetation|visual_ui::vegetation}}","[TEMPLATE:YES]"
"Surroundings: {{surroundings}}","环境：{{surroundings|visual_ui::surroundings}}","[TEMPLATE:YES]"
"Temperature: {{temperature}}","温度：{{temperature|visual_ui::temperature}}","[TEMPLATE:YES]"
"Trees: {{trees}} Other Vegetation: {{vegetation}} Surroundings: {{surroundings}}","树木：{{trees|visual_ui::trees}} 其他植被：{{vegetation|visual_ui::vegetation}} 环境：{{surroundings|visual_ui::surroundings}}","[TEMPLATE:YES]"
"Other Vegetation: {{vegetation}} Surroundings: {{surroundings}}","其他植被：{{vegetation|visual_ui::vegetation}} 环境：{{surroundings|visual_ui::surroundings}}","[TEMPLATE:YES]"
"({{drink}} Barrel ({{truncated}}...","（{{drink|materials}}圆桶……","[TEMPLATE:YES]"
"({{contents}} Bag ({{truncated}}...","（{{contents|items}}袋子……","[TEMPLATE:YES]"
"Items designated for dumping will be tossed into open air spaces included in this zone.  If no open air tiles are included, they will dump the items on the floor.","标记为倾倒的物品会被扔进此区域内的露天空格。如果区域内没有露天空格，矮人就会把物品倒在地面上。",""
"Animals that are capable of being trained receive their training at this zone once they have been assigned a trainer from the Pets/Livestock menu.  Generally, a piece of meat is required.","可训练的动物在“宠物/牲畜”菜单中指定训练员后，会在此区域接受训练。通常需要一块肉。",""
"Deceased citizens and pets can be laid to rest in a tomb.  It should include a coffin, casket, or sarcophagus.","已故居民和宠物可以安葬在陵墓中。陵墓内应放置棺材、灵柩或石棺。",""
"Your archers can train in this zone if there is an archery target included.","如果区域内包含射箭靶，你的弓箭手就能在这里训练。",""
"Squads should be assigned to a barracks. The squad can be set to train, sleep, and store equipment there.","应当为小队分配兵营。你可以设置小队在兵营中训练、睡眠和存放装备。",""
"Dormitories should include multiple beds and will not belong to a particular citizen.","宿舍应包含多张床，且不专属于任何一位居民。",""
"An office or study is required for certain official tasks, such as approving work orders and bookkeeping.  A chair or throne is required for these functions.","批准工作订单、记账等公务需要办公室或书房。要执行这些职能，区域内必须有椅子或王座。",""
"This important zone is where your citizens will gather to socialize.  Crucially, the meeting area is where locations such as taverns, temples, hospitals, and the like are established.","居民会聚集在这个重要区域进行社交。更关键的是，酒馆、神殿、医院等场所都要建立在会面区内。",""
"Your citizens will sleep in bedrooms.  It should include a bed!  Try to enclose it with walls and/or doors.  Do not overlap with other rooms.","居民会在卧室中睡觉。卧室必须有一张床！尽量用墙壁和/或门将其围住，并且不要与其他房间重叠。",""
"Your citizens will eat at this zone.  When not assigned to a particular citizen, citizens without their own dining hall will eat here.  Tables and adjacent chairs should be included.","居民会在此区域用餐。如果未将其分配给特定居民，没有私人餐厅的居民会在这里吃饭。区域内应包含桌子及相邻的椅子。",""
"Certain livestock need to graze on grass.  Assign these animals to a pasture zone.  No fencing is needed.","某些牲畜需要在草地上放牧。请将这些动物分配到牧场区域；无需修建围栏。",""
"Prisoners convicted in the Justice menu can be incarcerated at a chain or metal cage in the dungeon zone.","在“司法”菜单中被定罪的囚犯，可以关押在地牢区域内的锁链或金属笼中。",""
"Your citizens will drink at a water source zone or gather water using buckets for various tasks.  This is useful if you don't have a functioning well and you want to control exactly where the tasks take place.","居民会在水源区域饮水，或用桶取水完成各种工作。如果没有可用的水井，且希望精确控制取水工作的地点，这种区域会很有用。",""
"Citizens assigned to the fishing work detail will fish in this zone if it exists.  Otherwise, they will fish everywhere.","如果存在捕鱼区域，被分配到捕鱼工作细节的居民会在这里捕鱼；否则他们会到处捕鱼。",""
"Animals assigned to pit/pond zones are dumped in the pit, but will leave the zone afterward if possible.  If the pit is designated as a pond, your citizens will attempt to fill it with water using buckets.","分配到坑塘区域的动物会被扔进坑中，但如果可能，之后仍会离开该区域。如果将坑设为池塘，居民会尝试用桶装水将其填满。",""
"Your citizens will fill sand bags at this zone if a sandy floor or sandy wall is included. This task is initiated manually at the glass furnace.","如果区域内包含沙质地面或沙墙，居民会在这里装填沙袋。此任务需要在玻璃熔炉中手动发起。",""
"Your citizens will collect clay at this zone if a clay floor or clay wall is included.  This task is initiated manually at the kiln.","如果区域内包含黏土地面或黏土墙，居民会在这里采集黏土。此任务需要在窑炉中手动发起。",""
